x,y,GV_fraction,NPV_fraction,SOIL_fraction,shade_fraction,RMSE,Complexity,model#,SR_B1,SR_B2,SR_B3,SR_B4,SR_B5,SR_B7,ST,elevation,slope,relative_elevation,cdl_class,date_str,year,month,day,doy,doy_sin,index,GV_bin,GV_prediction,NPV_prediction,SOIL_prediction
-117.41937288610524,33.24856103817217,0.25345434052017496,0.19291875800355865,0.5536269224252486,0.6443464159965515,0.02772057615220546,3,334,0.07609179615974426,0.08630918711423874,0.09191334992647172,0.20783323049545288,0.11990072578191756,0.1035672202706337,285.1534118652344,16,0.48190802335739136,4.778069019317627,4.204862594604492,2023_01_26,2023,1,26,26,0.2219215130041655,1032861,0,0.3563558799701361,0.15626969807629695,0.47893197508752666
-117.04902807476766,33.05389956339883,0.23234320630337155,0.6670384058997129,0.10061825603160117,0.6607340574264526,0.02262325398623943,3,102,0.03565050661563873,0.04571764171123504,0.05232396721839905,0.0819990262389183,0.16614878177642822,0.12803219258785248,279.10186767578125,96.24683380126952,0.12538889050483704,2.322993040084839,5,2023_01_26,2023,1,26,26,0.2219215130041655,1115475,0,0.2820721642816516,0.6028915425247706,0.10991671582128114
-117.34508703082962,33.21548485443631,0.25324514659310654,0.4440056070912388,0.30274914622477206,0.7022473812103271,0.0241871029138565,3,54,0.0929706022143364,0.10473021119832993,0.11003482341766356,0.14891481399536133,0.12527260184288025,0.10109282284975052,283.54638671875,9.137083053588867,0.5263315439224243,4.689215183258057,4.275607109069824,2023_01_26,2023,1,26,26,0.2219215130041655,1046366,0,0.24166304259413302,0.3955667878509306,0.3724029216418125
-117.28869484872256,33.24801880565191,0.36183149520463237,0.2028691111911918,0.4352993783552264,0.7557018399238586,0.01937047950923443,3,334,0.05262713506817818,0.07393644005060196,0.07514211535453796,0.2194010019302368,0.17726926505565643,0.11020780354738235,281.8462829589844,41,5.695534706115723,8.030031204223633,4.446320056915283,2023_01_26,2023,1,26,26,0.2219215130041655,1033221,0,0.42425388893076876,0.22247323420309612,0.3403220206564923
-117.27405457067556,33.28489061702959,0.06272197546013937,0.441103463535258,0.49617453398009315,0.03505992889404297,0.07020232081413269,3,102,0.09848826378583908,0.09310546517372131,0.10138777643442154,0.1393163800239563,0.1376100927591324,0.06827230751514435,282.8267517089844,115.40821075439452,6.374229431152344,15.160690307617188,5,2023_01_26,2023,1,26,26,0.2219215130041655,1012767,0,0.20281681802206294,0.42924644924965105,0.4538667082159681
-117.34454479830936,33.14553685932277,0.1475862432245932,0.595750496468097,0.2566632076316496,0.7171148657798767,0.02922185696661472,3,54,0.09604056179523468,0.12230901420116425,0.13151341676712036,0.13226766884326935,0.15474681556224823,0.14519166946411133,284.597900390625,-16,4.320085525512695,2.743518590927124,4.876750946044922,2023_01_26,2023,1,26,26,0.2219215130041655,1073682,0,0.14467002388335476,0.46905745058974974,0.36952169538887536
-117.05336593492974,33.05335733087857,0.20761408590929797,0.7820776964171879,0.010308299147204108,0.7313724160194397,0.01776626892387867,3,59,0.03616198524832725,0.04305867850780487,0.04484154284000397,0.08185810595750809,0.14259600639343262,0.09765329957008362,276.7807922363281,97.68000030517578,2.183554410934448,1.518857479095459,5,2023_01_26,2023,1,26,26,0.2219215130041655,1115692,0,0.25911766398409364,0.6549896325383257,0.06297697815038088
-117.13795420809028,32.89773659756395,0.43673453847482424,0.47396562281005505,0.0892998564402921,0.7898305058479309,0.01746506802737713,3,391,0.06783115863800049,0.07832420617341995,0.0833231583237648,0.1407851278781891,0.12765908241271973,0.10792721062898636,282.15081787109375,117.29944610595705,8.035338401794434,21.418386459350582,4.226519584655762,2023_01_26,2023,1,26,26,0.2219215130041655,1159435,0,0.34565993887877383,0.4271549389832765,0.2369154551702359
-117.11138481459756,33.17156402029525,0.33835755701606035,0.12538085626465384,0.536261655243263,0.7825409173965454,0.01403880305588245,3,27,0.06344712525606155,0.08034227788448334,0.09044662117958067,0.14400216937065125,0.1820116639137268,0.15270255506038666,283.499755859375,295.3836975097656,9.11668586730957,24.655370712280273,4.498481273651123,2023_01_26,2023,1,26,26,0.2219215130041655,1063671,0,0.2600775178988786,0.22574569407133666,0.4700954141329117
-117.48389855601616,33.37869684303457,0.11959006534202427,0.06496708514450317,0.8154428794942129,0.6272316575050354,0.02804875373840332,3,334,0.0777326300740242,0.09741075336933136,0.09656067937612534,0.18313053250312805,0.1671057641506195,0.12468622624874116,285.75140380859375,108,0.37041792273521423,3.898825883865357,4.005579948425293,2023_01_26,2023,1,26,26,0.2219215130041655,965700,0,0.20713838205226043,0.1393851725599408,0.6545511324628399
-117.33641131050544,33.30332652271843,0.16901456482483496,0.0416339574835637,0.7893514969194787,0.5156394243240356,0.03386571630835533,3,286,0.0696362853050232,0.09547065198421478,0.13053087890148163,0.2215520590543747,0.25970762968063354,0.24371199309825897,284.2222900390625,50.33998489379883,2.6630706787109375,1.98843252658844,4.631916522979736,2023_01_26,2023,1,26,26,0.2219215130041655,1002615,0,0.1976473998352072,0.11319511375334401,0.647621488790053
-117.14717216093472,33.14445239428225,0.1571273252918798,0.17766310042921235,0.6652096069196226,0.543479323387146,0.03819304704666138,3,110,0.08783406019210815,0.12000642716884612,0.1403992772102356,0.1690409928560257,0.2141784280538559,0.16990576684474945,281.15252685546875,187.76182556152344,0.7874414324760437,0.6703546047210693,4.711502552032471,2023_01_26,2023,1,26,26,0.2219215130041655,1074233,0,0.1617585983113597,0.23509023879558857,0.6044038046566718
-117.15639011377914,33.13360774387705,0.33374820596375593,0.2688239273896361,0.39742784565881845,0.6450040340423584,0.02879753895103931,3,334,0.02686422131955623,0.0339779257774353,0.03595015779137611,0.07305411994457245,0.04945307224988937,0.03281213343143463,282.2193603515625,187,2.535334587097168,3.5086421966552734,4.30819034576416,2023_01_26,2023,1,26,26,0.2219215130041655,1077924,1,0.47703000233348825,0.2619756238120565,0.2753178432713155
-117.45570246496266,33.29465080239427,0.3779980772905557,0.5518755610365031,0.07012641297474276,0.6369240283966064,0.02248406037688255,3,59,0.04851894825696945,0.05508025735616684,0.05494724214076996,0.11719843745231628,0.1926678717136383,0.11161886900663376,284.1845397949219,11.996170997619627,0.4840297996997833,1.5703939199447632,5,2023_01_26,2023,1,26,26,0.2219215130041655,1007286,1,0.39549585597252923,0.5221676897046877,0.07927135006458644
-117.27676573327686,33.19976011134877,0.5850305164198193,0.21176159589573276,0.2032079145437105,0.7226066589355469,0.02056623809039592,3,333,0.04126472026109695,0.05389715358614921,0.04501335695385933,0.2526816725730896,0.1174347773194313,0.06034997850656509,281.8614501953125,102.48181915283205,1.4658918380737305,2.700805187225342,4.760289669036865,2023_01_26,2023,1,26,26,0.2219215130041655,1051839,1,0.7234906732750809,0.13381675018469472,0.15337887416294904
-117.42696414138888,33.24422317801009,0.26221862201041507,0.203603481094064,0.5341779397121421,0.3039543628692627,0.04106319695711136,3,2,0.13553239405155182,0.16373519599437714,0.1769431233406067,0.2423919439315796,0.26209506392478943,0.21915510296821591,285.675048828125,0,1.9268966913223269,0.05622823908925056,5,2023_01_26,2023,1,26,26,0.2219215130041655,1034665,1,0.2791110562192472,0.20930960054115202,0.530681126398495
-117.37978991212626,33.29356633735375,0.40916403809623736,0.5352108211850755,0.05562515122792449,0.6455222964286804,0.02196945063769817,3,58,0.05467172339558601,0.06298891454935074,0.06283340603113174,0.13744160532951355,0.18543942272663116,0.1338125616312027,283.67584228515625,15,0.07850776612758636,0.2122596949338913,5,2023_01_26,2023,1,26,26,0.2219215130041655,1007918,1,0.40714208099428806,0.5008149346513312,0.10353882708430151
-117.42208404870654,33.40851963164887,0.8017399904645807,0.08703201128600163,0.11122794584932581,0.7867203950881958,0.01586123369634151,3,53,0.02030257880687713,0.01647532358765602,0.01028674561530351,0.03099760413169861,0.01894525438547134,0.01120893564075231,280.98773193359375,374.3388671875,15.766263008117676,15.485661506652832,5,2023_01_26,2023,1,26,26,0.2219215130041655,953353,1,0.7378532883618955,0.16751920448887708,0.08808769122753392
-117.13849644061057,33.05010393575701,0.5141710522375842,0.45493609568886034,0.03089290979762403,0.6934531927108765,0.01896128058433532,3,350,0.02738985419273376,0.04608750343322754,0.05155400559306145,0.20433196425437927,0.1509290337562561,0.081687793135643,284.33306884765625,348.0037841796875,5.0495123863220215,13.812536239624023,5,2023_01_26,2023,1,26,26,0.2219215130041655,1116920,1,0.5913399938231686,0.33810316253048744,0.06086126348866989
-117.3738253544034,33.27350373410413,0.3612229500646575,0.5275663515824996,0.11121075324402493,0.6606658697128296,0.02105564996600151,3,59,0.05025662109255791,0.05987535417079925,0.06127531081438064,0.12232444435358047,0.16779932379722595,0.1194278970360756,283.1949462890625,12.070953369140623,0.49806544184684753,1.50948166847229,5,2023_01_26,2023,1,26,26,0.2219215130041655,1019318,1,0.37531326698380446,0.5185995047878147,0.13258822797578582
-117.51697473975204,33.34236726417715,0.3412474369335813,0.0614025621442747,0.5973500215057163,0.5475408434867859,0.02990681678056717,3,111,0.13281132280826569,0.13251613080501556,0.14347539842128754,0.1824515163898468,0.11006300896406174,0.06957711279392242,286.8157653808594,-0.1214190423488617,3.3201019763946533,3.2350285053253174,5,2023_01_26,2023,1,26,26,0.2219215130041655,981917,1,0.4018268233468858,0.11213969100408781,0.4723134752295052
-117.58692273486558,33.38683033083847,0.5769461732485129,0.23972201269130833,0.1833318923732279,0.7145847082138062,0.02354716509580612,3,207,0.07604140043258667,0.06613164395093918,0.08196728676557541,0.16755276918411255,0.12981508672237396,0.09642376750707626,282.82000732421875,3.908559083938598,1.5597981214523315,3.5590062141418457,4.615643501281738,2023_01_26,2023,1,26,26,0.2219215130041655,961846,1,0.45722965212311634,0.28514719739639177,0.2409095220485352
-117.16886146174512,32.90098999268551,0.7130529317502359,0.17134269052872506,0.11560440782435842,0.7524996995925903,0.01775205694139003,3,111,0.03788059204816818,0.03624581545591354,0.03354790806770325,0.07279308140277863,0.06859713792800903,0.0407206118106842,280.7952880859375,82.10870361328125,4.5225653648376465,5.048251628875732,4.2527031898498535,2023_01_26,2023,1,26,26,0.2219215130041655,1159041,1,0.6898526587764819,0.17371401962220506,0.11348732267228415
-117.1715726243464,32.89936329512473,0.6010715191872308,0.2623720141565118,0.13655640196840332,0.7984395027160645,0.01475134119391441,3,390,0.03381539508700371,0.03536521643400192,0.02860465086996555,0.05438749119639397,0.03608030080795288,0.02376302145421505,278.6110534667969,80.25419616699219,5.997687339782715,10.737366676330566,4.779542446136475,2023_01_26,2023,1,26,26,0.2219215130041655,1159200,1,0.5794979295928169,0.2719091087724886,0.12084948169852122
